GradYear,Student Ref,Admission Year,Program,Semester/Year,Academic Year,Student Status,Gender,Nationality,Application Category,GPA,CGPA
2023,2503465537064072809,2019-2020,B.Sc - Business Administration,Semester 3,2020-2021,Graduated,Female,Country0,Full Fee Paying,3.00,2.88
2024,4464146459277612839,2020-2021,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Female,Country0,Full Fee Paying,2.89,2.89
2023,3878614331302674540,2019-2020,B.Sc - Computer Science,Semester 1,2020-2021,Graduated,Male,Country0,CAF/Stewart Fund,3.61,3.46
2023,3878614331302674540,2019-2020,B.Sc - Computer Science,Semester 2,2020-2021,Graduated,Male,Country0,CAF/Stewart Fund,2.94,3.33
2023,6094149611512544091,2021-2022,B.Sc - Business Administration,Semester 1,2020-2021,Graduated,Female,Country0,Full Fee Paying,1.33,1.86
2023,6094149611512544091,2021-2022,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Female,Country0,Full Fee Paying,2.50,2.01
2023,6094149611512544091,2021-2022,B.Sc - Business Administration,Semester 3,2020-2021,Graduated,Female,Country0,Full Fee Paying,2.50,2.15
2021,7561613800551744823,2017-2018,B.Sc - Business Administration,Semester 1,2020-2021,Graduated,Female,Country0,Full Fee Paying,3.83,2.37
2021,7561613800551744823,2017-2018,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Female,Country0,Full Fee Paying,3.38,2.51
2024,3008075135522454348,2020-2021,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Male,Country0,Full Fee Paying,2.89,2.89
2020,5117276392694715520,2016-2017,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Male,Country0, ,2.00,2.13
2021,1231761226457205487,2017-2018,B.Sc - Electrical and Electronic Engineering,Semester 1,2020-2021,Graduated,Male,Country9,MCF Scholar,3.67,3.68
2021,1231761226457205487,2017-2018,B.Sc - Electrical and Electronic Engineering,Semester 2,2020-2021,Graduated,Male,Country9,MCF Scholar,3.58,3.67
2024,6535985645514452191,2020-2021,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Male,Country0,Full Fee Paying,3.50,3.50
2023,1551617203742624661,2019-2020,B.Sc - Business Administration,Semester 1,2020-2021,Graduated,Female,Country0,Full Fee Paying,3.50,2.80
2023,1551617203742624661,2019-2020,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Female,Country0,Full Fee Paying,2.61,2.76
2023,1551617203742624661,2019-2020,B.Sc - Business Administration,Semester 3,2020-2021,Graduated,Female,Country0,Full Fee Paying,2.00,2.72
2024,8464685579529768972,2020-2021,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Female,Country0,Full Fee Paying,3.44,3.44
2024,8464685579529768972,2020-2021,B.Sc - Business Administration,Semester 3,2020-2021,Graduated,Female,Country0,Full Fee Paying,3.00,3.36
2023,3733257841799401660,2019-2020,B.Sc - Electrical and Electronic Engineering,Semester 1,2020-2021,Graduated,Female,Country0,Jim Ovia Scholar,3.06,3.24
2023,3733257841799401660,2019-2020,B.Sc - Electrical and Electronic Engineering,Semester 2,2020-2021,Graduated,Female,Country0,Jim Ovia Scholar,3.39,3.28
2023,4627647605539953016,2019-2020,B.Sc - Business Administration,Semester 1,2020-2021,Graduated,Female,Country0,Full Fee Paying,1.06,1.93
2023,4627647605539953016,2019-2020,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Female,Country0,Full Fee Paying,1.86,1.91
2023,4627647605539953016,2019-2020,B.Sc - Business Administration,Semester 3,2020-2021,Graduated,Female,Country0,Full Fee Paying,1.50,1.99
2024,3820379771305471979,2020-2021,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Female,Country0,Full Fee Paying,2.94,2.94
2024,4926784690979675507,2020-2021,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Male,Country0,Full Fee Paying,2.56,2.56
2024,4926784690979675507,2020-2021,B.Sc - Business Administration,Semester 3,2020-2021,Graduated,Male,Country0,Full Fee Paying,2.50,2.55
2024,9049510512075191924,2020-2021,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Female,Country0,MCF Scholar,3.78,3.78
2024,5858917170874283315,2020-2021,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Male,Country5,MCF Scholar,3.28,3.28
2021,3120262593999747431,2017-2018,B.Sc - Business Administration,Semester 1,2020-2021,Graduated,Female,Country0,Full Fee Paying,3.38,2.56
2021,3120262593999747431,2017-2018,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Female,Country0,Full Fee Paying,3.00,2.58
2023,2078382996929599112,2019-2020,B.Sc - Business Administration,Semester 1,2020-2021,Graduated,Female,Country0,Full Fee Paying,3.67,3.46
2023,2078382996929599112,2019-2020,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Female,Country0,Full Fee Paying,3.28,3.42
2023,2078382996929599112,2019-2020,B.Sc - Business Administration,Semester 3,2020-2021,Graduated,Female,Country0,Full Fee Paying,4.00,3.45
2021,1663321897874283623,2017-2018,B.Sc - Business Administration,Semester 1,2020-2021,Graduated,Female,Country0,Full Fee Paying,4.00,3.62
2021,1663321897874283623,2017-2018,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Female,Country0,Full Fee Paying,3.75,3.62
2021,7425401647865330616,2017-2018,B.Sc - Mechanical Engineering,Semester 1,2020-2021,Graduated,Male,Country0,Full Fee Paying,3.20,2.81
2021,7425401647865330616,2017-2018,B.Sc - Mechanical Engineering,Semester 2,2020-2021,Graduated,Male,Country0,Full Fee Paying,3.25,2.83
2024,7825470205741351277,2020-2021,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Female,Country0,Ashesi Financial Aid,3.72,3.72
2024,52133758241857037,2020-2021,B.Sc - Computer Science,Semester 2,2020-2021,Graduated,Female,Country0,MCF Scholar,2.56,2.56
2023,997116758113355164,2019-2020,B.Sc - Business Administration,Semester 1,2020-2021,Graduated,Female,Country0,Full Fee Paying,3.22,3.11
2023,997116758113355164,2019-2020,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Female,Country0,Full Fee Paying,3.06,3.09
2023,4937543883453863425,2019-2020,B.Sc - Mechanical Engineering,Semester 1,2020-2021,Leave of Absence,Male,Country0,Full Fee Paying,1.69,2.14
2023,4937543883453863425,2019-2020,B.Sc - Mechanical Engineering,Semester 2,2020-2021,Leave of Absence,Male,Country0,Full Fee Paying,2.00,2.10
2023,7644173949836066326,2019-2020,B.Sc - Computer Science,Semester 1,2020-2021,Graduated,Male,Country5,MCF Scholar,3.83,3.90
2023,7644173949836066326,2019-2020,B.Sc - Computer Science,Semester 2,2020-2021,Graduated,Male,Country5,MCF Scholar,3.91,3.90
2023,7644173949836066326,2019-2020,B.Sc - Computer Science,Semester 3,2020-2021,Graduated,Male,Country5,MCF Scholar,0,3.90
2024,5300763312397741089,2020-2021,Undeclared,Semester 2,2020-2021,Course Completed,Female,Country35, ,3.50,3.50
2021,3665507208720975993,2017-2018,B.Sc - Business Administration,Semester 1,2020-2021,Graduated,Female,Country0,Full Fee Paying,2.75,3.03
2021,3665507208720975993,2017-2018,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Female,Country0,Full Fee Paying,3.13,3.04
2022,2100547546153248820,2018-2019,B.Sc - Business Administration,Semester 1,2020-2021,Graduated,Female,Country0,Ashesi Financial Aid,4.00,3.76
2022,2100547546153248820,2018-2019,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Female,Country0,Ashesi Financial Aid,3.75,3.75
2022,7941263690817167482,2018-2019,B.Sc - Computer Science,Semester 1,2020-2021,Graduated,Male,Country0,Full Fee Paying,3.75,3.48
2022,7941263690817167482,2018-2019,B.Sc - Computer Science,Semester 2,2020-2021,Graduated,Male,Country0,Full Fee Paying,3.63,3.50
2024,5162777033075219154,2020-2021,B.Sc - Computer Science,Semester 2,2020-2021,Graduated,Female,Country0,MCF Scholar,3.11,3.11
2022,5790397958126831064,2018-2019,B.Sc - Electrical and Electronic Engineering,Semester 1,2020-2021,Graduated,Female,Country2,MCF Scholar,3.17,3.26
2022,5790397958126831064,2018-2019,B.Sc - Electrical and Electronic Engineering,Semester 2,2020-2021,Graduated,Female,Country2,MCF Scholar,3.10,3.23
2021,7665548227369162905,2017-2018,B.Sc - Management Information Systems,Semester 1,2020-2021,Graduated,Female,Country0,Full Fee Paying,2.25,2.55
2021,7665548227369162905,2017-2018,B.Sc - Management Information Systems,Semester 2,2020-2021,Graduated,Female,Country0,Full Fee Paying,2.63,2.56
2021,7665548227369162905,2017-2018,B.Sc - Management Information Systems,Semester 3,2020-2021,Graduated,Female,Country0,Full Fee Paying,4.00,2.65
2022,4378251031502854569,2018-2019,B.Sc - Electrical and Electronic Engineering,Semester 1,2020-2021,Graduated,Male,Country0,Ashesi Financial Aid,3.73,3.41
2022,4378251031502854569,2018-2019,B.Sc - Electrical and Electronic Engineering,Semester 2,2020-2021,Graduated,Male,Country0,Ashesi Financial Aid,3.60,3.45
2024,7966980024521676571,2020-2021,B.Sc - Electrical and Electronic Engineering,Semester 2,2020-2021,Graduated,Male,Country6,MCF Scholar,3.56,3.56
2023,8379722185800303827,2019-2020,B.Sc - Management Information Systems,Semester 1,2020-2021,Graduated,Female,Country0,Full Fee Paying,0.43,2.17
2023,8379722185800303827,2019-2020,B.Sc - Management Information Systems,Semester 2,2020-2021,Graduated,Female,Country0,Full Fee Paying,2.78,2.33
2023,8379722185800303827,2019-2020,B.Sc - Management Information Systems,Semester 3,2020-2021,Graduated,Female,Country0,Full Fee Paying,2.00,2.31
2024,1986165660303320592,2020-2021,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Female,Country11,Full Fee Paying,3.78,3.78
2024,1986165660303320592,2020-2021,B.Sc - Business Administration,Semester 3,2020-2021,Graduated,Female,Country11,Full Fee Paying,4.00,3.82
2024,8430925058560004583,2020-2021,B.Sc - Computer Science,Semester 2,2020-2021,Graduated,Male,Country0,Full Fee Paying,2.78,2.78
2024,8430925058560004583,2020-2021,B.Sc - Computer Science,Semester 3,2020-2021,Graduated,Male,Country0,Full Fee Paying,3.00,3.22
2022,3442692789423177361,2018-2019,B.Sc - Business Administration,Semester 1,2020-2021,Graduated,Female,Country0,Ashesi Financial Aid,3.50,3.41
2022,3442692789423177361,2018-2019,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Female,Country0,Ashesi Financial Aid,4.00,3.50
2022,3455243554631346359,2018-2019,B.Sc - Electrical and Electronic Engineering,Semester 1,2020-2021,Graduated,Male,Country7,MCF Scholar,2.22,3.07
2022,3455243554631346359,2018-2019,B.Sc - Electrical and Electronic Engineering,Semester 2,2020-2021,Graduated,Male,Country7,MCF Scholar,3.20,3.09
2020,5033464487149013118,2016-2017,B.Sc - Management Information Systems,Semester 1,2020-2021,Graduated,Female,Country0,VSIOLA/MS,0.63,2.04
2020,5033464487149013118,2016-2017,B.Sc - Management Information Systems,Semester 2,2020-2021,Graduated,Female,Country0,VSIOLA/MS,1.33,1.99
2021,4740206509833569714,2017-2018,B.Sc - Mechanical Engineering,Semester 1,2020-2021,Graduated,Female,Country0,Full Fee Paying,3.67,3.71
2021,4740206509833569714,2017-2018,B.Sc - Mechanical Engineering,Semester 2,2020-2021,Graduated,Female,Country0,Full Fee Paying,3.33,3.68
2022,1543793103644374754,2018-2019,B.Sc - Electrical and Electronic Engineering,Semester 1,2020-2021,Graduated,Female,Country0,Ashesi Financial Aid,3.28,3.12
2022,1543793103644374754,2018-2019,B.Sc - Electrical and Electronic Engineering,Semester 2,2020-2021,Graduated,Female,Country0,Ashesi Financial Aid,3.30,3.15
2022,1543793103644374754,2018-2019,B.Sc - Electrical and Electronic Engineering,Semester 3,2020-2021,Graduated,Female,Country0,Ashesi Financial Aid,0,3.15
2023,2976450365833658753,2019-2020,B.Sc - Management Information Systems,Semester 1,2020-2021,Graduated,Female,Country0,Full Fee Paying,2.36,2.09
2023,2976450365833658753,2019-2020,B.Sc - Management Information Systems,Semester 2,2020-2021,Graduated,Female,Country0,Full Fee Paying,2.17,2.28
2023,2976450365833658753,2019-2020,B.Sc - Management Information Systems,Semester 3,2020-2021,Graduated,Female,Country0,Full Fee Paying,1.75,2.21
2024,2282335169611878749,2020-2021,B.Sc - Mechanical Engineering,Semester 2,2020-2021,Graduated,Male,Country0,Full Fee Paying,3.67,3.67
2023,5909524559110352869,2019-2020,B.Sc - Electrical and Electronic Engineering,Semester 1,2020-2021,Graduated,Male,Country0,Full Fee Paying,3.13,3.24
2023,5909524559110352869,2019-2020,B.Sc - Electrical and Electronic Engineering,Semester 2,2020-2021,Graduated,Male,Country0,Full Fee Paying,3.44,3.29
2021,5100300728563041842,2017-2018,B.Sc - Management Information Systems,Semester 1,2020-2021,Graduated,Female,Country0,Full Fee Paying,3.88,3.46
2021,5100300728563041842,2017-2018,B.Sc - Management Information Systems,Semester 2,2020-2021,Graduated,Female,Country0,Full Fee Paying,3.17,3.43
2021,490786472962374161,2017-2018,B.Sc - Business Administration,Semester 1,2020-2021,Graduated,Female,Country0,Full Fee Paying,3.67,3.14
2021,490786472962374161,2017-2018,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Female,Country0,Full Fee Paying,3.50,3.15
2023,1271785364160302074,2019-2020,B.Sc - Business Administration,Semester 1,2020-2021,Graduated,Female,Country0,Full Fee Paying,3.33,2.96
2023,1271785364160302074,2019-2020,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Female,Country0,Full Fee Paying,2.94,2.96
2024,8508502300310289097,2020-2021,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Male,Country0,Ashesi Financial Aid,3.50,3.50
2021,7713958722736274393,2017-2018,B.Sc - Business Administration,Semester 1,2020-2021,Graduated,Male,Country0,Full Fee Paying,3.25,3.00
2021,7713958722736274393,2017-2018,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Male,Country0,Full Fee Paying,3.17,3.01
2023,6121373283980984621,2019-2020,B.Sc - Management Information Systems,Semester 1,2020-2021,Graduated,Female,Country0,Full Fee Paying,1.94,2.19
2023,6121373283980984621,2019-2020,B.Sc - Management Information Systems,Semester 2,2020-2021,Graduated,Female,Country0,Full Fee Paying,1.78,2.09
2021,1241217493937644598,2017-2018,B.Sc - Computer Science,Semester 1,2020-2021,Graduated,Male,Country0,Ashesi Financial Aid,3.90,3.77
2021,1241217493937644598,2017-2018,B.Sc - Computer Science,Semester 2,2020-2021,Graduated,Male,Country0,Ashesi Financial Aid,3.50,3.75
2024,3857191774538909806,2020-2021,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Male,Country0,MCF Scholar,3.00,3.00
2021,1699534603158185288,2017-2018,B.Sc - Computer Engineering,Semester 1,2020-2021,Graduated,Male,Country9,MCF Scholar,3.92,3.89
2021,1699534603158185288,2017-2018,B.Sc - Computer Engineering,Semester 2,2020-2021,Graduated,Male,Country9,MCF Scholar,3.92,3.89
2021,51188289002967199,2017-2018,B.Sc - Business Administration,Semester 1,2020-2021,Graduated,Male,Country0,Ashesi Financial Aid,2.88,2.52
2021,51188289002967199,2017-2018,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Male,Country0,Ashesi Financial Aid,3.25,2.60
2021,4552221294890896027,2017-2018,B.Sc - Business Administration,Semester 1,2020-2021,Graduated,Female,Country0,Full Fee Paying,2.38,2.48
2021,4552221294890896027,2017-2018,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Female,Country0,Full Fee Paying,2.38,2.54
2023,4817434456053697338,2019-2020,B.Sc - Management Information Systems,Semester 1,2020-2021,Exited,Male,Country0,Full Fee Paying,0.43,1.71
2023,4817434456053697338,2019-2020,B.Sc - Management Information Systems,Semester 2,2020-2021,Exited,Male,Country0,Full Fee Paying,0,1.24
2024,2787910065003812863,2020-2021,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Male,Country0,Full Fee Paying,3.17,3.17
2020,8668690014961833470,2016-2017,B.Sc - Computer Engineering,Semester 1,2020-2021,Graduated,Male,Country1,MCF Scholar,3.25,3.01
2021,4739034499947786373,2017-2018,B.Sc - Mechanical Engineering,Semester 1,2020-2021,Graduated,Female,Country3,General Electric,2.75,2.72
2021,4739034499947786373,2017-2018,B.Sc - Mechanical Engineering,Semester 2,2020-2021,Graduated,Female,Country3,General Electric,3.00,2.74
2022,943189884945936204,2018-2019,B.Sc - Computer Science,Semester 1,2020-2021,Graduated,Male,Country0,Full Fee Paying,3.25,2.94
2022,943189884945936204,2018-2019,B.Sc - Computer Science,Semester 2,2020-2021,Graduated,Male,Country0,Full Fee Paying,3.00,2.95
2024,6252728549838078220,2020-2021,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Female,Country0,Full Fee Paying,4.00,4.00
2024,3994081097488332776,2021-2022,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Male,Country0,Full Fee Paying,1.56,1.56
2024,3994081097488332776,2021-2022,B.Sc - Business Administration,Semester 3,2020-2021,Graduated,Male,Country0,Full Fee Paying,2.00,2.00
2022,4408941536687076469,2018-2019,B.Sc - Electrical and Electronic Engineering,Semester 1,2020-2021,Graduated,Male,Country9,MCF Scholar,2.94,3.14
2022,4408941536687076469,2018-2019,B.Sc - Electrical and Electronic Engineering,Semester 2,2020-2021,Graduated,Male,Country9,MCF Scholar,3.10,3.13
2023,5403363980695764885,2019-2020,B.Sc - Computer Science,Semester 1,2020-2021,Graduated,Male,Country5,Jim Ovia Scholar,3.50,3.40
2023,5403363980695764885,2019-2020,B.Sc - Computer Science,Semester 2,2020-2021,Graduated,Male,Country5,Jim Ovia Scholar,3.17,3.34
2024,6093796827785571959,2020-2021,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Male,Country5,MCF Scholar,3.56,3.56
2022,7459616722982236598,2018-2019,B.Sc - Business Administration,Semester 1,2020-2021,Graduated,Female,Country0,Full Fee Paying,3.75,3.44
2022,7459616722982236598,2018-2019,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Female,Country0,Full Fee Paying,3.50,3.45
2023,4363183550629018296,2019-2020,B.Sc - Electrical and Electronic Engineering,Semester 1,2020-2021,Graduated,Male,Country9,Jim Ovia Scholar,3.94,3.78
2023,4363183550629018296,2019-2020,B.Sc - Electrical and Electronic Engineering,Semester 2,2020-2021,Graduated,Male,Country9,Jim Ovia Scholar,3.61,3.74
2024,306761582396544778,2020-2021,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Female,Country0,Full Fee Paying,3.33,3.33
2024,1048081319113361623,2020-2021,B.Sc - Computer Science,Semester 2,2020-2021,Graduated,Male,Country0,MCF Scholar,3.50,3.50
2022,1443742938609813189,2018-2019,B.Sc - Business Administration,Semester 1,2020-2021,Graduated,Female,Country0,Full Fee Paying,3.40,3.11
2022,1443742938609813189,2018-2019,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Female,Country0,Full Fee Paying,2.88,3.08
2022,5728049857035633105,2018-2019,B.Sc - Mechanical Engineering,Semester 1,2020-2021,Graduated,Male,Country0,Full Fee Paying,2.00,2.38
2022,5728049857035633105,2018-2019,B.Sc - Mechanical Engineering,Semester 2,2020-2021,Graduated,Male,Country0,Full Fee Paying,1.88,2.35
2024,6265623086487219153,2020-2021,B.Sc - Business Administration,Semester 2,2020-2021,Leave of Absence,Male,Country0,Full Fee Paying,2.78,2.78
2021,8005560349321007675,2017-2018,B.Sc - Business Administration,Semester 1,2020-2021,Graduated,Male,Country0,Ashesi Financial Aid,3.38,3.42
2021,8005560349321007675,2017-2018,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Male,Country0,Ashesi Financial Aid,3.38,3.41
2022,1125247900702573384,2018-2019,B.Sc - Management Information Systems,Semester 1,2020-2021,Graduated,Female,Country0,Full Fee Paying,3.00,3.15
2022,1125247900702573384,2018-2019,B.Sc - Management Information Systems,Semester 2,2020-2021,Graduated,Female,Country0,Full Fee Paying,3.00,3.14
2022,4230492809105964232,2018-2019,B.Sc - Computer Science,Semester 1,2020-2021,Graduated,Male,Country0,Full Fee Paying,2.88,2.78
2022,4230492809105964232,2018-2019,B.Sc - Computer Science,Semester 2,2020-2021,Graduated,Male,Country0,Full Fee Paying,2.75,2.78
2022,4230492809105964232,2018-2019,B.Sc - Computer Science,Semester 3,2020-2021,Graduated,Male,Country0,Full Fee Paying,4.00,2.82
2023,395790601047946606,2019-2020,B.Sc - Business Administration,Semester 1,2020-2021,Active,Male,Country0,Ashesi Financial Aid,3.11,3.08
2023,395790601047946606,2019-2020,B.Sc - Business Administration,Semester 2,2020-2021,Active,Male,Country0,Ashesi Financial Aid,2.67,2.97
2024,6000283256775083107,2020-2021,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Male,Country0,Full Fee Paying,3.28,3.28
2024,8233095175926122501,2020-2021,B.Sc - Electrical and Electronic Engineering,Semester 2,2020-2021,Graduated,Male,Country0,Full Fee Paying,3.33,3.33
2024,7541110746006349881,2020-2021,B.Sc - Management Information Systems,Semester 2,2020-2021,Exited,Male,Country0,Full Fee Paying,2.17,2.17
2019,4061328287150943279,2015-2016,B.Sc - Electrical and Electronic Engineering,Semester 1,2020-2021,Ineligibility,Male,Country0,Full Fee Paying,0.33,1.91
2019,4061328287150943279,2015-2016,B.Sc - Electrical and Electronic Engineering,Semester 2,2020-2021,Ineligibility,Male,Country0,Full Fee Paying,0,1.91
2019,4061328287150943279,2015-2016,B.Sc - Electrical and Electronic Engineering,Semester 3,2020-2021,Ineligibility,Male,Country0,Full Fee Paying,0,1.91
2021,8404762844315051644,2017-2018,B.Sc - Management Information Systems,Semester 1,2020-2021,Exited,Male,Country0,Full Fee Paying,3.10,2.36
2021,8404762844315051644,2017-2018,B.Sc - Management Information Systems,Semester 2,2020-2021,Exited,Male,Country0,Full Fee Paying,3.00,2.45
2021,8404762844315051644,2017-2018,B.Sc - Management Information Systems,Semester 3,2020-2021,Exited,Male,Country0,Full Fee Paying,3.00,2.46
2023,5375065920812092133,2019-2020,B.Sc - Computer Science,Semester 1,2020-2021,Graduated,Male,Country0,Full Fee Paying,2.83,2.77
2023,5375065920812092133,2019-2020,B.Sc - Computer Science,Semester 2,2020-2021,Graduated,Male,Country0,Full Fee Paying,3.06,2.84
2021,7023452922853988431,2017-2018,B.Sc - Management Information Systems,Semester 1,2020-2021,Graduated,Female,Country0,MCF Scholar,3.30,3.40
2021,7023452922853988431,2017-2018,B.Sc - Management Information Systems,Semester 2,2020-2021,Graduated,Female,Country0,MCF Scholar,3.33,3.40
2022,2113146419710448231,2018-2019,B.Sc - Electrical and Electronic Engineering,Semester 1,2020-2021,Graduated,Male,Country9,Jim Ovia Scholar,2.28,3.18
2022,2113146419710448231,2018-2019,B.Sc - Electrical and Electronic Engineering,Semester 2,2020-2021,Graduated,Male,Country9,Jim Ovia Scholar,2.60,3.07
2024,3983944166884302860,2020-2021,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Female,Country0,Full Fee Paying,3.39,3.39
2021,2798359922037504877,2017-2018,B.Sc - Electrical and Electronic Engineering,Semester 1,2020-2021,Graduated,Male,Country0,Full Fee Paying,3.50,2.92
2021,2798359922037504877,2017-2018,B.Sc - Electrical and Electronic Engineering,Semester 2,2020-2021,Graduated,Male,Country0,Full Fee Paying,3.00,2.93
2022,198764934915090130,2018-2019,B.Sc - Computer Science,Semester 1,2020-2021,Graduated,Male,Country5,MCF Scholar,4.00,3.98
2022,198764934915090130,2018-2019,B.Sc - Computer Science,Semester 2,2020-2021,Graduated,Male,Country5,MCF Scholar,4.00,3.98
2021,4596596058583248413,2017-2018,B.Sc - Business Administration,Semester 1,2020-2021,Graduated,Female,Country0,Full Fee Paying,1.75,2.04
2021,4596596058583248413,2017-2018,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Female,Country0,Full Fee Paying,2.88,2.15
2021,4596596058583248413,2017-2018,B.Sc - Business Administration,Semester 3,2020-2021,Graduated,Female,Country0,Full Fee Paying,1.50,2.25
2021,8934820346318664894,2017-2018,B.Sc - Computer Science,Semester 1,2020-2021,Graduated,Male,Country0,Full Fee Paying,1.38,2.33
2021,8934820346318664894,2017-2018,B.Sc - Computer Science,Semester 2,2020-2021,Graduated,Male,Country0,Full Fee Paying,1.50,2.29
2021,6666563838289715238,2017-2018,B.Sc - Business Administration,Semester 1,2020-2021,Graduated,Female,Country0,Ashesi Financial Aid,3.63,3.72
2021,6666563838289715238,2017-2018,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Female,Country0,Ashesi Financial Aid,3.75,3.72
2021,6666563838289715238,2017-2018,B.Sc - Business Administration,Semester 3,2020-2021,Graduated,Female,Country0,Ashesi Financial Aid,0,3.72
2024,1856500465691225340,2020-2021,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Female,Country0,Scholars for Impact Programmes,2.67,2.67
2022,3883770651687421293,2018-2019,B.Sc - Management Information Systems,Semester 1,2020-2021,Graduated,Male,Country0,Full Fee Paying,3.25,2.74
2022,3883770651687421293,2018-2019,B.Sc - Management Information Systems,Semester 2,2020-2021,Graduated,Male,Country0,Full Fee Paying,3.06,2.79
2022,3883770651687421293,2018-2019,B.Sc - Management Information Systems,Semester 3,2020-2021,Graduated,Male,Country0,Full Fee Paying,3.00,2.80
2023,7995449558122350849,2019-2020,B.Sc - Computer Engineering,Semester 1,2020-2021,Graduated,Female,Country0,Jacobson,3.00,2.86
2023,7995449558122350849,2019-2020,B.Sc - Computer Engineering,Semester 2,2020-2021,Graduated,Female,Country0,Jacobson,2.72,2.82
2024,7227515656491605983,2020-2021,B.Sc - Electrical and Electronic Engineering,Semester 2,2020-2021,Graduated,Male,Country0,MCF Scholar,3.22,3.22
2024,4906987536710008288,2020-2021,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Female,Country0,Full Fee Paying,3.17,3.17
2024,1640089986176890569,2020-2021,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Male,Country0,Full Fee Paying,3.50,3.50
2024,51387474299513595,2020-2021,B.Sc - Computer Science,Semester 2,2020-2021,Active,Female,Country1,MCF Scholar,3.17,3.17
2024,7191945004929401601,2020-2021,B.Sc - Computer Science,Semester 2,2020-2021,Graduated,Male,Country0,Full Fee Paying,3.67,3.67
2023,7379421047232367910,2019-2020,B.Sc - Computer Science,Semester 1,2020-2021,Leave of Absence,Female,Country0,Full Fee Paying,3.89,3.70
2023,7379421047232367910,2019-2020,B.Sc - Computer Science,Semester 2,2020-2021,Leave of Absence,Female,Country0,Full Fee Paying,3.50,3.65
2022,1785907688493738169,2018-2019,B.Sc - Business Administration,Semester 1,2020-2021,Graduated,Female,Country0,Full Fee Paying,2.60,3.36
2022,1785907688493738169,2018-2019,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Female,Country0,Full Fee Paying,3.00,3.31
2023,533000027387246064,2019-2020,B.Sc - Management Information Systems,Semester 1,2020-2021,Graduated,Female,Country2,MCF Scholar,0.78,2.35
2023,533000027387246064,2019-2020,B.Sc - Management Information Systems,Semester 2,2020-2021,Graduated,Female,Country2,MCF Scholar,1.72,2.21
2023,533000027387246064,2019-2020,B.Sc - Management Information Systems,Semester 3,2020-2021,Graduated,Female,Country2,MCF Scholar,2.00,2.29
2023,7126888144654260747,2019-2020,B.Sc - Business Administration,Semester 1,2020-2021,Graduated,Female,Country0,Full Fee Paying,2.83,2.59
2023,7126888144654260747,2019-2020,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Female,Country0,Full Fee Paying,2.72,2.62
2021,1907436957113433848,2017-2018,B.Sc - Electrical and Electronic Engineering,Semester 1,2020-2021,Graduated,Female,Country0,MCF Scholar,3.25,3.09
2021,1907436957113433848,2017-2018,B.Sc - Electrical and Electronic Engineering,Semester 2,2020-2021,Graduated,Female,Country0,MCF Scholar,3.63,3.15
