GradYear,Student Ref,Admission Year,Program,Semester/Year,Academic Year,Student Status,Gender,Nationality,Application Category,GPA,CGPA
2019,7078503955328196200,2015-2016,B.Sc - Management Information Systems,Semester 1,2017-2018,Graduated,Female,Country0, ,3.80,3.57
2021,8425836640133830006,2017-2018,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Female,Country0,Full Fee Paying,3.38,3.38
2020,3840519441734431664,2016-2017,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Male,Country0, ,2.50,2.54
2019,8159034975062842478,2015-2016,B.Sc - Management Information Systems,Semester 1,2017-2018,Graduated,Female,Country0, ,2.50,2.76
2018,6920168561929016289,2014-2015,B.Sc - Computer Science,Semester 1,2017-2018,Graduated,Male,Country0, ,4.00,3.87
2019,5373973712473368309,2015-2016,B.Sc - Mechanical Engineering,Semester 1,2017-2018,Graduated,Female,Country4, ,4.00,3.40
2021,5977741196933058369,2017-2018,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Female,Country0,Full Fee Paying,3.38,3.38
2020,9041087630071689919,2016-2017,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Female,Country0, ,3.67,3.38
2020,439477285075680015,2016-2017,B.Sc - Management Information Systems,Semester 1,2017-2018,Graduated,Male,Country0, ,3.78,3.50
2021,1533653441788467421,2017-2018,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Female,Country0,Full Fee Paying,3.00,3.00
2020,5521166305176754851,2016-2017,B.Sc - Electrical and Electronic Engineering,Semester 1,2017-2018,Graduated,Male,Country0, ,2.89,3.26
2020,8859051959518488580,2016-2017,B.Sc - Management Information Systems,Semester 1,2017-2018,Graduated,Male,Country0, ,2.78,3.06
2021,5276122822047323981,2017-2018,B.Sc - Computer Engineering,Semester 1,2017-2018,Graduated,Male,Country0,Ashesi Financial Aid,2.75,2.75
2019,7695628807785496396,2015-2016,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Male,Country0, ,2.50,2.89
2021,4204219988593870261,2017-2018,B.Sc - Computer Science,Semester 1,2017-2018,Graduated,Female,Country0,Ashesi Financial Aid,3.50,3.50
2020,962758927019234418,2016-2017,B.Sc - Computer Science,Semester 1,2017-2018,Graduated,Female,Country0, ,4.00,3.85
2019,4709703266914888887,2015-2016,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Male,Country0, ,3.38,3.16
2021,2023499850609935827,2017-2018,B.Sc - Management Information Systems,Semester 1,2017-2018,Graduated,Female,Country0,Full Fee Paying,3.50,3.50
2021,6671028709754264404,2017-2018,B.Sc - Computer Science,Semester 1,2017-2018,Graduated,Male,Country0,Ashesi Financial Aid,3.38,3.38
2021,7520955691707352387,2017-2018,B.Sc - Computer Science,Semester 1,2017-2018,Graduated,Male,Country0,Full Fee Paying,3.75,3.75
2018,2267928838878909112,2014-2015,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Female,Country4, ,3.25,2.99
2019,1664116082711479348,2015-2016,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Male,Country0, ,2.00,2.10
2018,4375654908646681352,2014-2015,B.Sc - Computer Science,Semester 1,2017-2018,Graduated,Male,Country0, ,3.20,2.49
2021,5918735206452643809,2017-2018,B.Sc - Electrical and Electronic Engineering,Semester 1,2017-2018,Graduated,Female,Country0,Full Fee Paying,2.38,2.38
2018,5413008144164239173,2014-2015,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Male,Country0, ,3.63,3.39
2019,7083834206236275825,2015-2016,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Female,Country0, ,3.50,3.12
2019,2868879614411976631,2015-2016,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Male,Country0, ,3.00,2.77
2020,5407049512341027355,2016-2017,B.Sc - Computer Science,Semester 1,2017-2018,Graduated,Male,Country0, ,1.94,2.58
2019,1745096034225126233,2015-2016,B.Sc - Computer Science,Semester 1,2017-2018,Graduated,Female,Country3, ,3.00,2.83
2021,712506095304945893,2017-2018,B.Sc - Computer Science,Semester 1,2017-2018,Graduated,Male,Country0,Full Fee Paying,3.88,3.88
2021,1145688024723907421,2017-2018,B.Sc - Computer Science,Semester 1,2017-2018,Graduated,Female,Country0,Full Fee Paying,2.88,2.88
2019,2098270655652820308,2015-2016,B.Sc - Computer Science,Semester 1,2017-2018,Graduated,Male,Country2, ,3.63,3.31
2020,1805870011321039986,2016-2017,B.Sc - Electrical and Electronic Engineering,Semester 1,2017-2018,Graduated,Male,Country0, ,3.78,3.72
2020,3224037697682150434,2016-2017,B.Sc - Management Information Systems,Semester 1,2017-2018,Graduated,Male,Country0, ,1.56,2.42
2020,2953855442084004650,2016-2017,B.Sc - Computer Science,Semester 1,2017-2018,Exited,Female,Country0, ,1.72,2.07
2021,1020350590917348835,2017-2018,B.Sc - Mechanical Engineering,Semester 1,2017-2018,Graduated,Female,Country5,MCF Scholar,3.50,3.50
2021,7691890534526121991,2017-2018,B.Sc - Electrical and Electronic Engineering,Semester 1,2017-2018,Graduated,Female,Country0,Ashesi Financial Aid,4.00,4.00
2021,6093703132993860603,2017-2018,B.Sc - Management Information Systems,Semester 1,2017-2018,Graduated,Female,Country0,MCF Scholar,2.50,2.50
2017,7886405456357209184,2013-2014,B.Sc - Business Administration,Semester 1,2017-2018,Active,Female,Country0, ,3.00,2.44
2018,1139783988297509771,2014-2015,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Female,Country1, ,3.00,3.04
2020,1547144983925896948,2016-2017,B.Sc - Electrical and Electronic Engineering,Semester 1,2017-2018,Graduated,Female,Country0, ,3.17,3.50
2020,8207948564958818992,2016-2017,B.Sc - Electrical and Electronic Engineering,Semester 1,2017-2018,Graduated,Male,Country0, ,3.94,3.62
2018,5007312804932251542,2014-2015,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Male,Country0, ,2.63,2.82
2019,5777737863224843961,2015-2016,B.Sc - Electrical and Electronic Engineering,Semester 1,2017-2018,Graduated,Male,Country9, ,2.88,3.31
2021,7102028950256686301,2017-2018,B.Sc - Computer Science,Semester 1,2017-2018,Exited,Male,Country0, ,1.00,1.00
2019,6853004007293569401,2015-2016,B.Sc - Management Information Systems,Semester 1,2017-2018,Graduated,Male,Country3, ,2.40,2.42
2019,1778403248896109928,2015-2016,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Male,Country0, ,3.88,3.60
2021,2757199043702295967,2017-2018,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Male,Country0,Full Fee Paying,3.25,3.25
2019,8713854370989477846,2015-2016,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Male,Country0, ,3.75,3.63
2019,5459966884711088810,2015-2016,B.Sc - Computer Science,Semester 1,2017-2018,Graduated,Female,Country2, ,3.75,3.41
2021,2431466429528890821,2017-2018,B.Sc - Computer Science,Semester 1,2017-2018,Graduated,Female,Country0,Ashesi Financial Aid,2.88,2.88
2020,2603547180312382343,2016-2017,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Female,Country0, ,3.56,3.54
2021,4436673678276154872,2017-2018,B.Sc - Computer Engineering,Semester 1,2017-2018,Graduated,Female,Country1,MCF Scholar,3.88,3.88
2020,2300155215820419939,2016-2017,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Female,Country0, ,3.67,3.44
2018,107148914440922361,2014-2015,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Female,Country0, ,3.50,3.50
2018,6333708595558401504,2014-2015,B.Sc - Management Information Systems,Semester 1,2017-2018,Graduated,Male,Country0, ,3.25,3.48
2021,7993911082589218681,2017-2018,B.Sc - Management Information Systems,Semester 1,2017-2018,Exited,Male,Country11, ,2.63,2.63
2017,1874178951183211778,2013-2014,B.Sc - Business Administration,Semester 1,2017-2018,Active,Male,Country0, ,2.13,2.23
2018,5712977005271665056,2014-2015,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Male,Country0, ,3.88,3.74
2019,5748866605096032393,2015-2016,B.Sc - Computer Science,Semester 1,2017-2018,Graduated,Male,Country0, ,3.88,3.81
2020,1447616363324271112,2016-2017,B.Sc - Electrical and Electronic Engineering,Semester 1,2017-2018,Graduated,Male,Country0, ,2.22,2.48
2021,1823210067782835794,2017-2018,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Male,Country0,Ashesi Financial Aid,3.25,3.25
2020,3340122645449834119,2016-2017,B.Sc - Management Information Systems,Semester 1,2017-2018,Graduated,Female,Country0, ,3.72,3.62
2021,2163622855625994626,2017-2018,B.Sc - Computer Engineering,Semester 1,2017-2018,Graduated,Male,Country0,Full Fee Paying,3.25,3.25
2021,8719556641375732953,2017-2018,B.Sc - Computer Engineering,Semester 1,2017-2018,Graduated,Female,Country0,Mary Sherman,3.38,3.38
2018,3063226910625792887,2014-2015,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Female,Country0, ,2.88,3.32
2019,3393443793194416185,2015-2016,B.Sc - Mechanical Engineering,Semester 1,2017-2018,Graduated,Female,Country9, ,3.20,3.44
2020,8280062102290129205,2016-2017,B.Sc - Business Administration,Semester 1,2017-2018,Ineligibility,Female,Country9, ,1.72,2.20
2021,8393162343542298824,2017-2018,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Male,Country0,MCF Scholar,3.38,3.38
2021,9091844907170178092,2017-2018,B.Sc - Electrical and Electronic Engineering,Semester 1,2017-2018,Graduated,Male,Country0,Ashesi Financial Aid,3.13,3.13
2021,7907327422060813117,2017-2018,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Female,Country0,Full Fee Paying,3.00,3.00
2021,1046609317113929638,2017-2018,B.Sc - Computer Engineering,Semester 1,2017-2018,Graduated,Male,Country0,Ashesi Financial Aid,4.00,4.00
2019,5703192195913666810,2015-2016,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Male,Country0, ,3.25,2.99
2020,3279468240913821409,2016-2017,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Male,Country0,Full Fee Paying,1.78,2.27
2019,6267695377682556124,2015-2016,B.Sc - Management Information Systems,Semester 1,2017-2018,Graduated,Male,Country3, ,1.50,2.22
2019,706272368785781361,2015-2016,B.Sc - Mechanical Engineering,Semester 1,2017-2018,Graduated,Male,Country0, ,2.50,3.11
2018,2591155259005670676,2014-2015,B.Sc - Computer Science,Semester 1,2017-2018,Graduated,Female,Country9, ,3.00,2.74
2019,4723752655093561728,2015-2016,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Male,Country9, ,2.63,2.61
2018,3574361436771867819,2014-2015,B.Sc - Computer Science,Semester 1,2017-2018,Graduated,Female,Country1, ,2.88,2.93
2018,2464318428395818823,2014-2015,B.Sc - Management Information Systems,Semester 1,2017-2018,Graduated,Female,Country0, ,2.80,3.27
2020,7979627000638268113,2016-2017,B.Sc - Mechanical Engineering,Semester 1,2017-2018,Graduated,Male,Country0, ,2.94,3.36
2020,3175790388530073926,2016-2017,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Female,Country0, ,2.56,2.82
2018,4179782733043131691,2014-2015,B.Sc - Computer Science,Semester 1,2017-2018,Graduated,Male,Country0, ,1.50,2.49
2018,8428157435325752155,2014-2015,B.Sc - Computer Science,Semester 1,2017-2018,Graduated,Male,Country0, ,2.13,2.67
2020,3680026860572761352,2016-2017,B.Sc - Computer Science,Semester 1,2017-2018,Graduated,Male,Country11, ,3.44,3.23
2020,2327613140018605266,2016-2017,B.Sc - Computer Science,Semester 1,2017-2018,Graduated,Female,Country0, ,1.94,2.60
2021,1240839194992103646,2017-2018,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Female,Country0,Full Fee Paying,2.63,2.63
2021,1341511706452600432,2017-2018,B.Sc - Mechanical Engineering,Semester 1,2017-2018,Graduated,Male,Country0,Full Fee Paying,2.25,2.25
2019,3187929277062042704,2015-2016,B.Sc - Computer Engineering,Semester 1,2017-2018,Graduated,Male,Country0, ,3.00,3.13
2019,2543369471842069573,2015-2016,B.Sc - Computer Science,Semester 1,2017-2018,Graduated,Female,Country2, ,3.00,3.10
2019,8087143876723305786,2015-2016,B.Sc - Computer Science,Semester 1,2017-2018,Graduated,Male,Country0, ,3.00,3.03
2019,3364960397979746282,2015-2016,B.Sc - Electrical and Electronic Engineering,Semester 1,2017-2018,Graduated,Male,Country0, ,2.75,3.04
2020,2231075635656614334,2016-2017,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Female,Country0, ,2.64,2.71
2020,1318137518242442277,2016-2017,B.Sc - Computer Science,Semester 1,2017-2018,Graduated,Female,Country0, ,3.73,3.50
2021,645488643218756149,2017-2018,B.Sc - Electrical and Electronic Engineering,Semester 1,2017-2018,Graduated,Male,Country0,Full Fee Paying,2.63,2.63
2021,4081059635951940836,2017-2018,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Female,Country0,Ashesi Financial Aid,3.13,3.13
2020,2145898654726222484,2016-2017,B.Sc - Electrical and Electronic Engineering,Semester 1,2017-2018,Graduated,Female,Country0, ,3.22,3.05
2021,5318905486701191601,2017-2018,B.Sc - Mechanical Engineering,Semester 1,2017-2018,Graduated,Male,Country0,Ashesi Financial Aid,3.00,3.00
2021,1587168847167528161,2017-2018,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Male,Country0,Full Fee Paying,3.00,3.00
2021,1302253152075180655,2017-2018,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Female,Country0,Full Fee Paying,3.13,3.13
2021,5649808341193084665,2017-2018,B.Sc - Computer Engineering,Semester 1,2017-2018,Graduated,Female,Country0,Emergency McNaulty,2.88,2.88
2020,7694129384931992112,2016-2017,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Male,Country0, ,3.22,3.21
2021,4928717879470551600,2017-2018,B.Sc - Computer Science,Semester 1,2017-2018,Graduated,Male,Country6,MCF Scholar,3.88,3.88
2020,61406575985593889,2016-2017,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Female,Country0, ,3.50,2.84
2019,2045112441883605182,2015-2016,B.Sc - Computer Science,Semester 1,2017-2018,Ineligibility,Male,Country0, ,2.44,2.20
2021,6532466153357822973,2017-2018,B.Sc - Computer Engineering,Semester 1,2017-2018,Graduated,Female,Country0,Full Fee Paying,3.00,3.00
2019,3247911113095535343,2015-2016,B.Sc - Electrical and Electronic Engineering,Semester 1,2017-2018,Graduated,Male,Country0, ,3.75,3.81
2019,884462709000457659,2015-2016,B.Sc - Management Information Systems,Semester 1,2017-2018,Graduated,Female,Country3, ,3.70,3.37
2021,5552633529373071083,2017-2018,B.Sc - Computer Science,Semester 1,2017-2018,Graduated,Male,Country0,Ashesi Financial Aid,3.88,3.88
2021,7165085335440582433,2017-2018,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Female,Country0,Full Fee Paying,2.63,2.63
2017,4239292651004744184,2013-2014,B.Sc - Business Administration,Semester 1,2017-2018,Active,Female,Country3, ,0,2.31
2018,3994319661293687314,2014-2015,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Male,Country0, ,2.25,2.68
2018,1382344595209085403,2014-2015,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Male,Country0, ,3.75,3.58
2018,3336598355852292826,2014-2015,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Female,Country0, ,3.50,3.25
2018,3249448979020296746,2014-2015,B.Sc - Computer Science,Semester 1,2017-2018,Graduated,Female,Country2, ,3.25,2.91
2020,4605591559272972844,2016-2017,B.Sc - Computer Engineering,Semester 1,2017-2018,Graduated,Male,Country0, ,2.94,3.29
2020,8837289989944384066,2016-2017,B.Sc - Management Information Systems,Semester 1,2017-2018,Graduated,Male,Country0,Ashesi Financial Aid,2.07,2.64
2018,4629213074964206035,2014-2015,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Female,Country0, ,3.70,3.39
2020,7655036593279439884,2016-2017,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Female,Country0, ,1.94,2.21
2020,7270782468104984974,2016-2017,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Female,Country0, ,2.83,2.92
2020,9059860925009439231,2016-2017,B.Sc - Management Information Systems,Semester 1,2017-2018,Graduated,Male,Country0, ,1.94,2.40
2020,4118784979938594961,2016-2017,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Female,Country9, ,4.00,4.00
2021,5215252154164195723,2017-2018,B.Sc - Business Administration,Semester 1,2017-2018,Exited,Male,Country0, ,0.88,0.88
2021,6969999069176850765,2017-2018,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Female,Country0,MCF Scholar,2.75,2.75
2021,3885254025958451777,2017-2018,B.Sc - Electrical and Electronic Engineering,Semester 1,2017-2018,Graduated,Male,Country0,MCF Scholar,3.25,3.25
2021,1782947900600807645,2017-2018,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Male,Country0,Ashesi Financial Aid,3.00,3.00
2018,7905282568217111175,2014-2015,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Female,Country0, ,4.00,3.86
2020,2788226725796399657,2016-2017,B.Sc - Computer Science,Semester 1,2017-2018,Graduated,Male,Country0, ,2.61,2.41
2021,1007759263992526368,2017-2018,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Male,Country0,Ashesi Financial Aid,2.88,2.88
2021,2815577819812717642,2017-2018,B.Sc - Electrical and Electronic Engineering,Semester 1,2017-2018,Graduated,Male,Country0,Full Fee Paying,3.13,3.13
2019,7989832786170884139,2015-2016,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Female,Country0, ,3.60,3.39
2021,4043099689721537226,2017-2018,B.Sc - Business Administration,Semester 1,2017-2018,Exited,Female,Country0, ,1.13,1.13
2021,722663827562059673,2017-2018,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Male,Country0,Ashesi Financial Aid,3.25,3.25
2021,2852034621775097707,2017-2018,B.Sc - Computer Science,Semester 1,2017-2018,Graduated,Male,Country3,Full Fee Paying,3.13,3.13
2021,6318336967692290200,2017-2018,B.Sc - Management Information Systems,Semester 1,2017-2018,Graduated,Female,Country0,Tullow Scholarship,1.88,1.88
2018,4358431699345804513,2014-2015,B.Sc - Computer Science,Semester 1,2017-2018,Graduated,Male,Country0, ,3.83,3.68
2019,3841298759439526605,2015-2016,B.Sc - Electrical and Electronic Engineering,Semester 1,2017-2018,Graduated,Female,Country0, ,3.63,3.76
2020,2314157937126725681,2016-2017,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Male,Country0, ,3.67,2.82
2021,1462468627683235681,2017-2018,B.Sc - Computer Engineering,Semester 1,2017-2018,Graduated,Male,Country0,Full Fee Paying,2.88,2.88
2020,7688158903681686250,2016-2017,B.Sc - Management Information Systems,Semester 1,2017-2018,Graduated,Male,Country0, ,2.72,2.58
2020,8658022581903229595,2016-2017,B.Sc - Management Information Systems,Semester 1,2017-2018,Graduated,Male,Country0, ,2.56,3.09
2020,7266595615907602121,2016-2017,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Female,Country0, ,2.72,3.10
2018,3749481557993021270,2014-2015,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Male,Country0, ,3.60,3.81
2021,3774818355202241360,2017-2018,B.Sc - Computer Science,Semester 1,2017-2018,Graduated,Female,Country0,Full Fee Paying,3.50,3.50
2020,8998817902657463766,2016-2017,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Male,Country0, ,3.33,3.30
2020,6243981160840924817,2016-2017,B.Sc - Electrical and Electronic Engineering,Semester 1,2017-2018,Graduated,Male,Country9, ,3.83,3.88
2021,2892052017000374137,2017-2018,B.Sc - Computer Engineering,Semester 1,2017-2018,Graduated,Male,Country0,Full Fee Paying,3.25,3.25
2020,6747886333975522181,2016-2017,B.Sc - Management Information Systems,Semester 1,2017-2018,Graduated,Male,Country0, ,2.50,2.64
2018,2462099301793611316,2014-2015,B.Sc - Management Information Systems,Semester 1,2017-2018,Graduated,Female,Country0, ,2.38,2.52
2019,3042150747910031129,2015-2016,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Female,Country7, ,3.20,3.22
2020,196882408057714709,2016-2017,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Female,Country7, ,2.83,3.05
2021,8055288871136032410,2017-2018,B.Sc - Business Administration,Semester 1,2017-2018,Exited,Female,Country0, ,0.38,0.38
2020,1822627934629290948,2016-2017,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Female,Country12, ,2.50,2.35
2020,7392704982488730378,2016-2017,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Male,Country0,Full Fee Paying,1.83,1.77
2020,3492874881022664318,2016-2017,B.Sc - Business Administration,Semester 1,2017-2018,Graduated,Female,Country0, ,3.33,3.25
2019,8082014804682499152,2015-2016,B.Sc - Business Administration,Semester 2,2017-2018,Graduated,Male,Country0, ,3.70,3.78
2019,7255654920086749501,2015-2016,B.Sc - Computer Engineering,Semester 2,2017-2018,Graduated,Male,Country0, ,3.17,3.38
2018,5233990600162565441,2014-2015,B.Sc - Business Administration,Semester 2,2017-2018,Graduated,Female,Country0, ,3.25,3.45
2021,4518417122309914195,2017-2018,Undeclared,Semester 2,2017-2018,Course Completed,Female,Country0, ,2.86,2.86
2018,3465877438808268019,2014-2015,B.Sc - Computer Science,Semester 2,2017-2018,Graduated,Male,Country3, ,2.63,2.61
2019,5003424405914363821,2015-2016,B.Sc - Management Information Systems,Semester 2,2017-2018,Graduated,Male,Country0, ,3.25,2.98
2018,7893075550668580822,2014-2015,B.Sc - Business Administration,Semester 2,2017-2018,Graduated,Female,Country3, ,3.25,2.81
2021,6845644909997682026,2017-2018,B.Sc - Computer Engineering,Semester 2,2017-2018,Graduated,Male,Country0,Full Fee Paying,3.78,3.71
2019,5260345402011776989,2015-2016,B.Sc - Computer Science,Semester 2,2017-2018,Graduated,Male,Country0, ,2.88,2.79
2018,44289306308201817,2014-2015,B.Sc - Business Administration,Semester 2,2017-2018,Graduated,Male,Country9, ,0,2.57
2019,8890138085108945350,2015-2016,B.Sc - Computer Engineering,Semester 2,2017-2018,Graduated,Male,Country0,Full Fee Paying,2.29,2.44
2018,3627386868476931340,2014-2015,B.Sc - Business Administration,Semester 2,2017-2018,Graduated,Female,Country2, ,3.13,2.90
2019,5015873794175942452,2015-2016,B.Sc - Business Administration,Semester 2,2017-2018,Graduated,Male,Country0, ,1.88,2.36
2019,5935690787913526502,2015-2016,B.Sc - Business Administration,Semester 2,2017-2018,Graduated,Male,Country0, ,2.63,2.51
2018,5520977692573534138,2014-2015,B.Sc - Business Administration,Semester 2,2017-2018,Graduated,Female,Country0, ,3.88,3.63
2021,2321951545634918051,2017-2018,B.Sc - Management Information Systems,Semester 2,2017-2018,Graduated,Female,Country0,African Female Muslim (AFM),3.22,3.24
2021,6060623898571773795,2017-2018,B.Sc - Business Administration,Semester 2,2017-2018,Graduated,Female,Country0,Ashesi Financial Aid,3.56,3.47
2021,4773628388496917015,2017-2018,B.Sc - Computer Engineering,Semester 2,2017-2018,Graduated,Male,Country0,Full Fee Paying,3.33,3.29
2021,1139193894006753786,2017-2018,B.Sc - Business Administration,Semester 2,2017-2018,Graduated,Male,Country0,Full Fee Paying,2.61,2.50
2020,3632928282149046474,2016-2017,B.Sc - Computer Science,Semester 2,2017-2018,Graduated,Female,Country0, ,3.18,3.70
2020,928831434441380377,2016-2017,B.Sc - Computer Engineering,Semester 2,2017-2018,Graduated,Male,Country0, ,2.44,2.46
2019,9185089544706145438,2015-2016,B.Sc - Business Administration,Semester 2,2017-2018,Graduated,Female,Country0, ,2.80,3.08
2021,2230288719543533057,2017-2018,B.Sc - Business Administration,Semester 2,2017-2018,Graduated,Female,Country0,Full Fee Paying,3.11,3.18
2019,8168309855077270118,2015-2016,B.Sc - Business Administration,Semester 2,2017-2018,Graduated,Male,Country0, ,3.60,3.44
2020,2182647863132153962,2016-2017,B.Sc - Business Administration,Semester 2,2017-2018,Graduated,Female,Country0, ,3.33,3.18
2020,858530307689062623,2016-2017,B.Sc - Management Information Systems,Semester 2,2017-2018,Graduated,Male,Country0, ,1.50,2.46
2020,1377154956872151206,2016-2017,B.Sc - Electrical and Electronic Engineering,Semester 2,2017-2018,Graduated,Female,Country0, ,2.69,2.91
2021,1885294599634811579,2017-2018,B.Sc - Business Administration,Semester 2,2017-2018,Graduated,Female,Country0,Full Fee Paying,2.44,2.59
2021,2748643728312401122,2017-2018,B.Sc - Management Information Systems,Semester 2,2017-2018,Graduated,Female,Country0,Ashesi Financial Aid,3.83,3.85
2021,7969384711129725925,2017-2018,B.Sc - Computer Engineering,Semester 2,2017-2018,Graduated,Female,Country0,MCF Scholar,3.67,3.76
2021,4848625131220036737,2017-2018,B.Sc - Management Information Systems,Semester 2,2017-2018,Graduated,Male,Country0,Full Fee Paying,2.83,2.74
2018,5402876715771717184,2014-2015,B.Sc - Business Administration,Semester 2,2017-2018,Graduated,Female,Country0, ,3.33,3.68
2019,6934070760287356174,2015-2016,B.Sc - Mechanical Engineering,Semester 2,2017-2018,Graduated,Male,Country0, ,3.67,3.34
2021,4299274838589954062,2017-2018,B.Sc - Business Administration,Semester 2,2017-2018,Graduated,Female,Country0,Emergency McNaulty,3.33,3.18
2020,352966169600402448,2016-2017,B.Sc - Electrical and Electronic Engineering,Semester 2,2017-2018,Graduated,Female,Country0, ,4.00,3.76
2021,6806692378255185498,2017-2018,B.Sc - Computer Science,Semester 2,2017-2018,Graduated,Male,Country19,MCF Scholar,3.44,3.59
2021,1255887934370571355,2017-2018,B.Sc - Mechanical Engineering,Semester 2,2017-2018,Graduated,Female,Country0,Full Fee Paying,3.00,3.12
2019,3635193260803328214,2015-2016,B.Sc - Mechanical Engineering,Semester 2,2017-2018,Graduated,Male,Country4, ,3.00,3.06
2021,7979792851142938904,2017-2018,B.Sc - Business Administration,Semester 2,2017-2018,Graduated,Female,Country0,MCF Scholar,2.83,2.62
2018,2313799816878830833,2014-2015,B.Sc - Computer Science,Semester 2,2017-2018,Graduated,Male,Country0, ,3.50,3.37
2020,2853392647941929496,2016-2017,B.Sc - Business Administration,Semester 2,2017-2018,Graduated,Female,Country0, ,2.39,2.86
2021,6629594084919324036,2017-2018,B.Sc - Computer Engineering,Semester 2,2017-2018,Exited,Male,Country0, ,2.00,2.18
2021,3779821357788729975,2017-2018,B.Sc - Electrical and Electronic Engineering,Semester 2,2017-2018,Graduated,Male,Country0,General Electric,2.72,2.68
2018,709582147933561147,2014-2015,B.Sc - Computer Science,Semester 2,2017-2018,Graduated,Male,Country7, ,3.88,3.54
2020,7102247031092075439,2016-2017,B.Sc - Business Administration,Semester 2,2017-2018,Graduated,Male,Country0, ,3.67,3.72
2021,5344484495261812785,2017-2018,B.Sc - Electrical and Electronic Engineering,Semester 2,2017-2018,Graduated,Male,Country0,MCF Scholar,2.94,3.21
2020,6018930701350322094,2016-2017,B.Sc - Mechanical Engineering,Semester 2,2017-2018,Graduated,Male,Country0, ,2.81,3.03
2021,5252188438267986741,2017-2018,B.Sc - Business Administration,Semester 2,2017-2018,Exited,Male,Country0, ,1.14,2.27
2018,2087448449836957391,2014-2015,B.Sc - Business Administration,Semester 2,2017-2018,Graduated,Male,Country0, ,3.75,3.75
2018,6462603909733703050,2014-2015,B.Sc - Business Administration,Semester 2,2017-2018,Graduated,Female,Country0, ,3.50,3.22
2019,5841221604041702597,2015-2016,B.Sc - Computer Science,Semester 2,2017-2018,Graduated,Male,Country0, ,2.75,2.62
2018,6625782842418829185,2014-2015,B.Sc - Business Administration,Semester 2,2017-2018,Graduated,Male,Country0, ,3.50,3.56
2018,4960382900565342872,2014-2015,B.Sc - Business Administration,Semester 2,2017-2018,Graduated,Male,Country0, ,2.72,2.47
